,B,C,D,E
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,9127.917289272453,175904.10576747864,184822.82110290288,7352.763098807217
std,15455.190580296256,44416.124649833975,50687.18173365879,3295.532797607992
min,0.0,83077.21594621488,32708.828449399203,2287.6663131909445
25%,1725.9280089065214,146974.087714735,147567.28467612536,5165.164116858739
50%,4559.212757546531,170854.66000246923,184087.1269153021,6704.70032445166
75%,9343.469300093193,197013.75388647683,216592.85767255083,8806.39252911415
max,256959.127462224,572864.9935425724,397695.41641218413,29158.9396879496
count,1000.0,1000.0,1000.0,1000.0
mean,68498.78536992878,250600.464273657,194236.0579944506,7321.125640303921
std,44470.969771532305,57775.63625556084,54531.31804655384,3343.9108100456283
min,4870.5702220943795,125501.40134590413,28822.583081003424,1655.6090956983503
25%,33619.714352930496,209719.64570871426,156819.816521184,4967.866008183687
50%,59820.66835654614,245630.56122164335,190645.6415802932,6660.606895522797
75%,93918.5518695298,283615.35566466756,229707.6649992649,8875.745742244897
max,271131.53920358606,649622.2335613418,461763.4151516909,31734.186130758597
count,1000.0,1000.0,1000.0,1000.0
mean,376.8507746099889,49311.617399069524,180781.44467914558,6338.462154429587
std,1841.8777247895616,20897.909854610196,53804.37732237263,2924.840768551166
min,0.0,17179.407151330204,47590.51163557287,1958.3530345719666
25%,0.0,37927.54687768119,143412.82268071434,4370.678942764703
50%,0.0,45856.957219613876,178359.78204839118,5801.540771338316
75%,0.0,55979.71448090086,215299.19158536958,7509.526970544454
max,25228.368048368186,348605.6401151164,408337.2211176458,24761.6647712313
count,1000.0,1000.0,1000.0,1000.0
mean,84.95665498151376,99667.5909962369,172852.74640165805,7634.872714534253
std,541.0467194176741,27806.17179020768,54113.93748965598,3495.292727051143
min,0.0,43751.9731484644,13657.9994500338,2249.384657599594
25%,0.0,82429.54152882898,135131.1098974914,5346.321324107319
50%,0.0,95715.53846939735,172728.19800610736,6925.441503475629
75%,0.0,112801.26085191546,206415.30384617933,9015.278320061649
max,6521.609790489178,356975.89432181045,374987.5481679636,41363.21887595226
count,1000.0,1000.0,1000.0,1000.0
mean,79.64625077426285,79990.56965124971,152334.41234977703,5355.36539041441
std,555.1234618326303,154725.17437978523,50795.35492140124,2548.758988400945
min,0.0,27249.899572140497,19557.616910873963,1253.140846377163
25%,0.0,62541.229407968225,116221.31265706776,3646.0448078569693
50%,0.0,72780.97036641659,149381.73961703418,4831.618480004801
75%,0.0,85287.50238637213,183062.07746238503,6402.113363999947
max,8027.644834581065,4926731.999082823,321884.6899658743,29677.101544764955
count,1000.0,1000.0,1000.0,1000.0
mean,42.32338787849927,83527.49602673376,116854.06919731828,5568.7812020208075
std,370.5252765462381,20353.661052371495,49739.34305576296,2653.7222343517433
min,0.0,27931.198436873976,0.0,1294.5567719254736
25%,0.0,69911.69354727758,81447.13882725009,3813.264302909191
50%,0.0,81515.61104153036,114002.79103141003,5030.955851240256
75%,0.0,95516.99980201019,149964.12674037676,6712.362377692285
max,6269.362809685211,204150.72753843543,305286.0361405673,32159.555902919215
count,980.0,980.0,980.0,980.0
mean,402471.1001493753,389927.08779371856,315526.6679857319,6992.74215397243
std,122325.00485769476,76912.45961773135,63577.11090723565,3215.2422469775347
min,96326.72034551721,220876.07119533358,142334.02045742318,1970.5651191532647
25%,329370.54466757475,340130.53190842294,270645.4372019548,4776.2369400015095
50%,394202.46712842176,384819.44952912687,311936.3547621581,6229.045658334587
75%,468005.3638287341,432455.19599744526,354869.3651609962,8496.301333182579
max,2294210.8858141387,1512055.6485371767,572627.3916662313,32481.17947581083
count,1000.0,1000.0,1000.0,1000.0
mean,307.17456082661687,113277.56401285056,169775.38820201883,6966.6970051774115
std,1876.2786441595554,25623.5879863578,54432.628465416135,3130.273714336941
min,0.0,54179.915394372634,14861.837907541623,2219.187381278207
25%,0.0,96366.54802820504,132773.52268078589,4727.2247096525825
50%,0.0,110380.42327458478,166398.42273738084,6379.018111619522
75%,0.0,126106.57699293741,204761.28423383625,8354.212166438847
max,41324.10555496288,328987.96977730136,394419.9177824969,25656.94040265443
count,1000.0,1000.0,1000.0,1000.0
mean,80.35939231795096,48509.526907678875,152906.26981999225,5920.137084161246
std,590.9447401272168,19561.62735835521,50644.06713713063,2956.388089818524
min,0.0,17156.87004043138,13642.202253131582,1454.4686068959052
25%,0.0,37816.702923655284,115937.69922995582,4011.312127134351
50%,0.0,45158.38358484075,150072.23947554466,5337.838199865122
75%,0.0,55140.9016688641,186130.78168578862,7158.312906996172
max,9916.441711027815,335249.4677151495,347571.04571595637,39343.67609160695
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,4790.99161284123,93670.72773539598,179390.7197825074,7026.287846681338
std,16079.117181168436,27385.111084631255,50818.06549074648,3135.1506984282446
min,0.0,43444.406902588984,15970.663891870854,1997.53110741469
25%,122.27393412893755,76806.71400185801,145188.34241462275,4822.178864479178
50%,1161.3393146760352,89130.703782858,176787.09486947415,6461.277416849813
75%,3653.6791522511553,106860.41843365606,211162.14447687744,8556.583269355004
max,320850.05076088547,373532.5606410035,370635.86750848277,23964.2804132544
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,600.0,600.0,600.0,600.0
mean,1273677.7915395307,453829.81088811555,233676.62221517295,7182.004252301278
std,165460.6245234796,57040.74033139329,52848.94993978946,3217.575005350077
min,791249.7741905195,296684.0462472463,30906.30972774309,2181.1446669901297
25%,1156183.4715579313,420975.41021425236,198207.41270903527,4955.064843398158
50%,1267035.3081991344,449466.33298238623,232055.29656728284,6582.628507896712
75%,1378742.0122609022,485088.0121082484,268730.0118376744,8741.419506052858
max,1838864.2605461148,777938.9053078407,389249.1270285422,28802.7483479236
count,1000.0,1000.0,1000.0,1000.0
mean,1955.019983706037,150110.97159897757,123029.16217930146,6963.657310609322
std,4368.311790995956,37303.40849195872,50032.84212734059,3216.670156492461
min,0.0,69438.59001972902,2627.486750482806,1859.754549470114
25%,0.0,124438.25614259645,87646.82807022036,4810.190108548004
50%,0.0,144758.64578516292,118820.19138880812,6263.443980222331
75%,2287.8414210584865,170656.64253213565,152771.4332331339,8132.714225873056
max,48094.254907224196,361279.2391734054,334308.36319362046,33839.62686344897
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,990.4177459549671,132944.3457699984,116483.41071048018,6759.566431583425
std,3288.5368876003035,32324.36069692209,50121.86069823928,3296.9923046786616
min,0.0,68309.64039329794,0.0,1812.2277796993353
25%,0.0,110342.06381324859,82946.7457427643,4602.37093832589
50%,0.0,129326.78602565793,115364.13629847838,6075.361937712403
75%,688.2723602283011,148411.38087990208,149236.97832642694,8070.513605880038
max,51288.82379845428,310816.0035027463,259527.41133733277,36824.46286943149
count,1000.0,1000.0,1000.0,1000.0
mean,3929.704814946952,166548.97357868074,194134.84707605265,7894.670748973606
std,8611.754878156073,40416.62987045203,54122.863644997255,3277.4974407667014
min,0.0,81730.21592675452,52530.774693143,2348.881732326985
25%,0.0,138670.7637170426,159643.1875504612,5502.433302221966
50%,1547.5193371983391,162942.78967737063,190770.109965139,7290.446652738873
75%,4000.615494959547,188570.68068811958,228301.03588447868,9530.021877818355
max,83071.05847681484,426592.10747922515,382221.8580931047,25833.66095917893
count,1000.0,1000.0,1000.0,1000.0
mean,515.8606249832169,123331.94253903841,117250.25548494811,7746.928674044589
std,1734.2352293385254,27740.157274160545,50866.64017150793,3421.798699551729
min,0.0,58976.740465311785,0.0,1667.1965513583657
25%,0.0,103235.8276440261,81704.38965326907,5436.059525903802
50%,0.0,119540.78062302741,116218.1027571476,7045.998730062413
75%,0.0,140132.06931586526,152303.12554980605,9213.404290865154
max,28779.72571729057,238073.05774476676,314620.670620094,30488.416536890323
count,1000.0,1000.0,1000.0,1000.0
mean,35.60816123792823,87757.58757539523,107188.25138756612,7897.701495923326
std,350.037872201511,25558.270004821832,49970.5250571809,3428.643973215208
min,0.0,29026.55891764647,0.0,2451.6110639966437
25%,0.0,72406.53941668551,71732.10343083407,5589.409730586001
50%,0.0,84797.06092883565,103650.55278420207,7190.766037870424
75%,0.0,99053.69687204306,140155.11608387035,9509.037812227629
max,6269.240271269181,462571.6206594326,317425.08303033793,38166.69009626657
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,979.0,979.0,979.0,979.0
mean,366404.5156318519,358935.0025626092,235646.47800665948,7227.903900093997
std,93602.28746567636,65207.6629275026,57963.0417343617,3342.832294990202
min,111495.35880266875,203159.57863162438,75813.85480912465,1726.0980556440563
25%,302032.9614779218,315965.47624133085,194563.3899814547,4981.785428182529
50%,362582.27228972194,357676.0636273452,233317.7098353311,6546.968959929739
75%,423506.1362211031,397761.0130856889,273940.7806839702,8665.156021944596
max,1073249.987792532,826417.863025696,447977.3154982464,33643.44012301813
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,26.449942402246613,55697.853186375265,151009.3499391661,6741.4410664104225
std,288.32373022448013,15419.094348059563,50070.66690836538,3114.7195109571344
min,0.0,21319.271261786263,14361.092092516807,1687.0355091306576
25%,0.0,45480.699356432626,116019.69920713625,4744.411749155172
50%,0.0,53315.551526196374,149276.7514137464,6108.350287772497
75%,0.0,63801.55454288682,183988.20173630392,8070.10687289992
max,5345.529684182171,161004.51734642743,332849.67216566467,36271.928037094985
count,1000.0,1000.0,1000.0,1000.0
mean,330.71703532192635,110641.07082404294,147619.52875540755,4811.020148254364
std,1931.5654043786433,25533.92868466693,50486.22725003524,2366.0891035223854
min,0.0,53553.310308307904,3398.445237282361,1245.3022123713006
25%,0.0,92886.78710051898,111557.43088888392,3203.929270955057
50%,0.0,107550.58400908852,145749.4724641483,4329.933243124728
75%,0.0,125203.63375979566,181224.07227433592,5817.508147347275
max,38892.966025984424,256246.92197666533,317267.6239978717,21833.791573744507
count,1000.0,1000.0,1000.0,1000.0
mean,1634.082047005373,83661.79576992843,189782.22591015146,7704.213625178601
std,7001.691187950628,37637.44780575052,53437.835801074594,3422.801252972998
min,0.0,31272.255430577767,47233.510622978334,2596.3709120380527
25%,0.0,66535.27007667019,152029.9089794536,5331.001510766868
50%,0.0,77931.40499545343,187648.26888491513,7001.890418455752
75%,873.7762708141232,92987.38476576805,227405.7268075542,9259.56568493872
max,137318.9243373685,772703.1857097434,446403.90912155114,33821.7864602747
count,993.0,993.0,993.0,993.0
mean,209198.2357243522,428018.2698309964,400268.4698971109,6345.068541804636
std,116203.82967219542,76516.57196327731,78782.88245800206,2892.6211972851593
min,29463.739704587737,255294.83746607546,195774.37159876886,1570.6632787936219
25%,139256.61451200224,376000.06581415347,345065.372829536,4335.686093008282
50%,189597.99205390108,422155.77994990605,393443.60190548695,5868.552986382925
75%,258227.65822963353,470724.911845107,449170.4224958766,7688.661802698185
max,2037377.8429147752,936948.2285446048,806746.1299086653,22622.018880242333
count,935.0,935.0,935.0,935.0
mean,549935.4839853755,396223.5068696269,260358.22730518773,6874.989046638896
std,110656.6116843835,73446.99096853018,58420.38391951249,3177.494616239799
min,229266.519627496,228028.8619923171,100997.25437180822,1753.3899981697377
25%,473259.3091039286,355884.12078810507,221902.55286874317,4698.469972083407
50%,542487.5124509687,394197.0620612181,259267.25348323316,6228.059263138111
75%,623293.7342693552,432309.5530840529,296825.1560823854,8295.81142158615
max,1076128.7778104227,1588861.920098563,463530.18128227966,31710.05656098057
count,975.0,975.0,975.0,975.0
mean,397864.8109383727,501346.36244809296,422619.8145324825,7708.082418870889
std,146132.7687827601,81436.13608581571,81165.45717020024,3418.8545938338016
min,76057.27826347135,298107.06024388614,227061.4713196876,2188.369842841235
25%,317354.89280167967,449211.8308014538,367380.25480925106,5345.326331407388
50%,385124.1279245802,497110.4474018662,413297.6133087213,6961.612781187557
75%,460817.3106669618,544190.5644884543,473660.785473992,9314.375077563702
max,3239860.032903348,1588900.4725342274,1009885.9116359157,34676.6285907345
count,1000.0,1000.0,1000.0,1000.0
mean,1996.489868750476,151392.1995270096,148388.7118260138,7567.394522860138
std,5356.522926424455,51643.30903418787,50233.80265733072,3314.840196596967
min,0.0,79200.59142093646,3948.6456651522385,1805.4355810998209
25%,0.0,123285.95582458882,113080.8256557987,5288.486349877334
50%,0.0,144426.82131201128,149127.90672576823,6922.591483419927
75%,2113.81178669734,170247.4694533022,181886.08819375667,8850.51791156105
max,68109.18681780795,1215633.608322077,326651.61182389554,29378.099336482046
count,1000.0,1000.0,1000.0,1000.0
mean,1332.175526731564,94659.19339918869,184283.270189937,7487.295266169736
std,4853.995419703003,29802.569765488784,52616.52520076496,3367.049965283944
min,0.0,44349.507684435615,18631.34364410153,2548.6732665687355
25%,0.0,76844.42120940155,144651.89164067848,5144.645143863108
50%,0.0,89562.78910338777,183796.8231777758,6839.056834931651
75%,705.8730678665754,106457.9892857066,219086.55399634194,8954.00483962963
max,85537.84953954504,440648.8454024566,414613.16327496665,33718.02007556277
count,1000.0,1000.0,1000.0,1000.0
mean,24558.217618390907,212151.64304245223,190896.84232190918,6416.244961386519
std,23710.461575624744,53919.43047027199,53158.8492716237,2968.166896129878
min,0.0,93418.15678500767,40875.34122020369,1387.2160205995324
25%,8556.932884045367,171724.440084369,152676.16345127503,4498.485932025941
50%,15677.074071093502,204141.92510671,190166.85621899512,5727.651042943566
75%,34098.94259422033,245697.07470577164,224940.45645153936,7620.441189012286
max,154550.5283142812,408164.348588314,397131.63927123183,23599.39249886327
count,1000.0,1000.0,1000.0,1000.0
mean,82.87078606928849,65531.07760876642,152645.40690273917,7832.2377672542425
std,895.6996816585337,18356.08168011708,49213.17717211314,3413.181801245901
min,0.0,25736.785162959393,14371.78332160442,2110.2199578945574
25%,0.0,53714.26498762729,117656.94551861039,5569.7536162168435
50%,0.0,62987.73564914825,150954.87007108377,7218.423497344755
75%,0.0,74698.74117794675,184097.62990517687,9296.59678034311
max,25199.131034605507,281307.55000019766,309063.12916884804,38951.188762047605
count,1000.0,1000.0,1000.0,1000.0
mean,447.74355511289673,123047.99205041278,136479.17928021375,7233.420739518282
std,1719.4719428855549,28273.479968711436,48224.99678307966,3248.5862554108453
min,0.0,62681.79655276257,2665.9325584801322,1971.9277044662745
25%,0.0,103139.17314014053,102250.66963650341,4992.032490836398
50%,0.0,119253.03839647188,135985.98891680158,6702.140764857542
75%,0.0,138966.93635929498,168061.0837558188,8708.111863508555
max,28778.288241280494,309783.2877673749,433882.5539503895,28563.814949363506
count,1000.0,1000.0,1000.0,1000.0
mean,1389.2398501443631,130102.08524712971,197979.9137102403,7100.379291085443
std,6689.421145505411,31965.385754759984,53513.38888529543,3154.4365468898627
min,0.0,62643.677912160296,44566.46426070824,1926.3525594002363
25%,0.0,108166.93514807976,163113.85199475655,4971.459310280239
50%,0.0,126906.72595879319,194417.51974151155,6551.239451681007
75%,886.0478698999866,147616.10861091161,229660.163386921,8516.08708236165
max,137149.05346731795,397681.91920905677,441577.6568904347,24791.84772870318
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
