,B,C,D,E
50%,0.0,23864.869359648983,63327.876872794186,7197.800288516266
75%,0.0,30423.445907713944,99681.58222027369,9217.992396884441
max,0.0,73689.30806397366,245722.72197430287,29127.98892600926
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,19297.396882244728,43514.280142786345,5399.187999575591
std,0.0,7997.170802326008,44794.20734869201,2604.0717742476163
min,0.0,1909.03173953343,0.0,1398.0205961292495
25%,0.0,13405.160877684071,871.2907139357262,3543.327968901852
50%,0.0,18531.786654741038,38347.304558953736,4909.443246295164
75%,0.0,24021.559960709805,69051.8469248732,6598.514095620554
max,0.0,82018.00943841465,237773.22751462323,20658.444469087903
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,23827.317515365674,30970.041417352182,4963.330375679891
std,0.0,8400.050552933151,39129.63614586219,2447.394446528128
min,0.0,6362.931424641295,0.0,1421.0619567578115
25%,0.0,17653.04680578408,0.0,3296.5156286785323
50%,0.0,23392.405054874645,2692.2850034953817,4350.341580099304
75%,0.0,28790.49726380591,54211.83900330839,6125.6406114052315
max,0.0,103232.4744676707,186223.58772772466,20218.48124049278
count,6.0,6.0,6.0,6.0
mean,1370971.5723174536,440191.57610253844,279224.4781493885,7880.918753628358
std,92498.66938231148,44657.65652937855,35907.597668348295,3577.2791107724015
min,1214907.7735624441,366342.5821804836,219993.94877418104,5254.917623311241
25%,1334970.6029263888,417422.0348544419,267839.047422856,5892.1261283906315
50%,1391079.8066223282,457571.07351570297,286428.62016772805,6217.963707773319
75%,1428327.8090627058,474733.68860789447,291662.0759189922,8435.460031860533
max,1471750.702193713,475171.1451306944,327446.5954427149,14636.528407759593
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,30107.428546089643,51421.772252633986,7235.896539261533
std,0.0,9140.62917261838,44090.01324303855,3385.121501486652
min,0.0,8290.146697100186,0.0,2156.4156251639924
25%,0.0,23758.559299647524,2183.1389446110707,4999.326859479606
50%,0.0,29422.895452703444,46836.63443912122,6502.713128470206
75%,0.0,35871.67898957644,76920.39835249784,8526.859114354795
max,0.0,87717.88204683345,229419.5656668896,30011.49439941982
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,11778.970790031568,66715.05787630683,6808.7476369810465
std,0.0,7869.6187827783415,47456.91442547224,3224.244555983792
min,0.0,278.44801466520124,0.0,1720.2986320876253
25%,0.0,6592.3096833739,32383.83684365496,4620.430855141776
50%,0.0,10010.339968339553,63008.496285766334,6122.304157183276
75%,0.0,15041.456502236008,99661.73355862661,8230.961186760473
max,0.0,136246.0487329267,229270.87173135622,27839.45969897544
count,114.0,114.0,114.0,114.0
mean,1680006.1247017186,585619.722760794,389024.72730340296,7821.022390886691
std,214807.58830677916,58641.80697515228,81998.0451075369,3436.450452714603
min,1312202.0821491391,459207.94988582766,158443.75156778292,2455.39950413942
25%,1479101.0367080169,545216.1964885134,340514.1715745316,5263.8594905458385
50%,1689220.2648017593,579211.2882504181,382637.01743334346,7409.424314473262
75%,1807831.3893416421,616559.4860917812,445448.2392046998,9192.1554258786
max,2247574.3335631825,772468.7306567949,583992.7392796068,27347.26204655158
count,1000.0,1000.0,1000.0,1000.0
mean,39.0563298008137,27976.946062976705,128136.69490676755,6953.602350924857
std,530.117726517226,10828.683690761693,51775.94034476997,3101.3656144776796
min,0.0,7665.168167423193,801.9986173874482,1941.3934693049398
25%,0.0,21340.38444778415,92608.6118064718,4838.461393552143
50%,0.0,26696.399173316073,125269.9636164951,6210.904884132413
75%,0.0,32491.15603729506,161175.27936757018,8429.987727381784
max,12815.252953860707,135343.4512073382,335584.7437140845,23386.608975907326
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,2.0621462119477227,52133.12342316242,13431.94319243343,6230.952606176178
std,65.21078898043172,13336.739853053308,25862.520946229903,2843.547702326685
min,0.0,15797.88848937397,0.0,1678.780557767697
25%,0.0,42912.089223668045,0.0,4249.108447492787
50%,0.0,50810.84919167521,0.0,5669.844110882208
75%,0.0,59730.90254194714,5772.844490892828,7448.558956913418
max,2062.146211947723,111018.0540862611,177885.51944437128,20085.270205604917
count,1000.0,1000.0,1000.0,1000.0
mean,2.6688626907525212,36115.49682152059,10589.332557835436,6698.075525110712
std,84.39684865023504,9806.050884464059,23305.196954390485,3190.3864933836294
min,0.0,12638.240505483702,0.0,1882.870787165321
25%,0.0,29250.292258991525,0.0,4443.282569593335
50%,0.0,35318.850375734364,0.0,5873.560640547636
75%,0.0,41747.33943682968,1044.1655205219377,8207.13722289323
max,2668.8626907525213,85843.42185760052,168921.27038422605,28793.49536104701
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,41987.64198109456,68696.48267713115,7737.037992176995
std,0.0,12723.818415894832,43786.55148782779,3252.5095562736797
min,0.0,13576.305203985821,0.0,2217.0671380433655
25%,0.0,33643.51470353404,37323.214368810164,5392.551711259665
50%,0.0,40262.509260145074,63373.866967334354,7124.662558528966
75%,0.0,48226.02947586815,99596.28861122127,9295.82325311218
max,0.0,148509.8079595224,236736.44443075807,24552.985887220457
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,27891.01310162246,12105.466374344065,7176.459267713351
std,0.0,8826.92147274853,26951.79187062578,3457.555089409028
min,0.0,5848.796191081139,0.0,1910.3006629445954
25%,0.0,21863.382524887184,0.0,4934.22670864277
50%,0.0,27324.83829654248,0.0,6479.196972799011
75%,0.0,33296.53159479165,924.4563886809656,8564.106547388095
max,0.0,70056.70911155212,203829.93738947893,47521.804831423186
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,28374.71606942333,225409.45105924047,238289.548566795,6807.015985912072
std,27743.225961507327,60281.7976004008,55562.283043436575,3294.3975522217165
min,243.67870352224003,105953.6366018989,108428.49106566835,2072.972750855039
25%,9952.573063696278,185639.8843965826,198227.9117051903,4522.424911856985
50%,18439.054273636488,216651.78826935863,236732.8620353639,6044.536748232914
75%,37585.05277070799,255545.34656709264,272986.6815497449,8176.154044011006
max,184542.71423300332,683398.9200828384,443856.81586307305,27591.749984884376
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,12037.091434566122,48820.934594005244,6824.102781481664
std,0.0,6907.952504827602,44434.2287788797,3148.319341953685
min,0.0,1434.7374490810203,0.0,1541.7819340161814
25%,0.0,7027.472809340248,1401.6169561428303,4608.812075742397
50%,0.0,10454.787580300257,43971.459109147254,6091.293953602142
75%,0.0,15328.112376939389,75638.13024608322,8187.053498467783
max,0.0,89517.76512018357,237078.2760799752,27596.44028090641
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,33055.95594281886,21597.053704470625,4382.061271794349
std,0.0,9475.301982769783,33815.30398939914,2174.5780735775743
min,0.0,11535.93571611862,0.0,823.1696534949872
25%,0.0,26328.423718347585,0.0,2893.4168118832513
50%,0.0,32045.353029276353,0.0,3890.948972252109
75%,0.0,39196.16898749048,40615.80330822061,5429.206591659073
max,0.0,87496.12382898823,211665.2200611787,21207.52109840679
count,1000.0,1000.0,1000.0,1000.0
mean,0.08593176139008979,21144.460351696394,123229.29045029393,7700.08598133268
std,2.717400893428008,10674.902447318225,51107.73751114291,3387.7281035382434
min,0.0,3085.0598687701527,945.7281713671201,2164.798415428109
25%,0.0,14562.55351682613,88070.8116474806,5345.211123173489
50%,0.0,19363.19415014542,121586.2621883498,7022.155216904917
75%,0.0,25619.62260725078,155905.6417980099,9282.60049708424
max,85.93176139008979,150893.66447489115,323002.2817008736,28730.55686248106
count,814.0,814.0,814.0,814.0
mean,755597.7207473884,686053.3038466126,511186.61824369634,6657.797690663137
std,161329.64959705324,80420.35777429635,109905.40101415236,2970.1504028620902
min,431326.86958535213,467380.381353222,299056.2951108654,1536.5848737428823
25%,651149.5278420694,634488.3949671373,437818.6059278698,4538.216748602959
50%,740492.6171170858,680634.5384163933,498693.5640637906,5959.023971013809
75%,828836.3299499168,733338.3569548253,564157.3234670626,8328.680649165564
max,2112513.194930421,1247544.1855786256,1243898.9069071054,27372.151823400236
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,28.0,28.0,28.0,28.0
mean,1518328.6128935216,848540.6468224645,592896.9353836046,7895.378432637762
std,157114.05914263692,79303.09177778588,116828.01565338236,3617.219237225513
min,1157707.0342358632,691069.7948105481,422326.5525432625,3767.789117023055
25%,1460782.490692701,800677.1812604767,501042.9563104508,5035.564076990762
50%,1535521.462111546,836668.2732827057,559821.4757917156,7668.213499261833
75%,1653638.728806703,899717.0553272131,655304.4110367964,9000.701567735745
max,1749548.4028320822,1013228.3060072408,869543.2588566263,19849.614268858604
count,1000.0,1000.0,1000.0,1000.0
mean,0.0,26373.368915980198,36151.43823013071,7277.208521087733
std,0.0,8837.19811984278,38998.33526171093,3207.157476796861
min,0.0,5366.610672808764,0.0,2206.7511691260347
25%,0.0,19914.511840573396,0.0,5027.963331869001
50%,0.0,25659.046931116303,32529.83178990346,6677.190686898025
75%,0.0,32043.60564595304,57841.17855490999,8862.173309189073
max,0.0,67910.89369230522,192655.09408349585,26028.76483090434
count,1000.0,1000.0,1000.0,1000.0
mean,134098.64563733301,406312.4744282977,409278.01902462565,7765.474594652875
std,99907.4831359807,78981.71322068911,84295.63256662409,3500.498802179291
min,12152.871032866986,242382.84316430558,210138.45019593908,1738.4499933745183
25%,72553.55441453417,357569.29020647245,347662.10829981643,5477.293668139416
50%,114079.30876699727,401495.5535426745,401717.69719857606,7046.722359917479
75%,166372.46795579212,446749.18615223066,460969.4646136189,9227.463404850194
max,1485368.5841375624,1606823.096501815,824010.850606302,48563.56502901156
count,1000.0,1000.0,1000.0,1000.0
mean,53.050771196643936,102949.31358485908,109257.12308055138,6598.609571029557
std,390.6134132721188,21878.653986987712,50132.39809192141,2903.898035061175
min,0.0,45562.12969578014,0.0,1963.4461918368174
25%,0.0,87381.25781567313,75382.75411199362,4524.4582484959865
50%,0.0,100945.6936606477,106895.54774371261,5916.27640378624
75%,0.0,114886.69738570083,141613.05389565713,8109.841546895719
max,5691.622433449638,217219.98568731087,270512.7798635564,25631.316534938032
count,953.0,953.0,953.0,953.0
mean,561519.7344828153,714881.7461033566,554011.8498741804,7807.237830752089
std,137481.64179210167,82814.68769604382,111525.52955053022,3500.1390768242686
min,243400.8280450501,477296.57314267976,289976.20844311314,2069.236411477653
25%,469612.24503897305,659824.6247667335,482870.177420881,5272.8936936491755
50%,545502.8408957155,708865.6893750197,535134.3703298989,7026.761529567731
75%,636828.6150124249,766473.0709217341,614681.5210223001,9604.401227448228
max,1486600.7942259037,1133540.2251228439,1199864.465048011,40165.44791604915
count,1000.0,1000.0,1000.0,1000.0
mean,1.6267903078881467,49763.70922763294,47832.806907055216,7030.921637681482
std,51.44362648413103,13193.255708009874,45304.39248175435,3195.4192099517463
min,0.0,20789.825341631815,0.0,1826.2942766598014
25%,0.0,40681.70802232578,1184.737541357599,4900.659688831923
50%,0.0,48473.713661732356,43091.478338084926,6326.8848267526355
75%,0.0,56844.20454191125,75572.18318480806,8535.648244274646
max,1626.7903078881468,124922.35033378654,244865.11790534144,36760.01793858062
count,1000.0,1000.0,1000.0,1000.0
mean,0.6365315866088507,53713.83170846022,102821.09665478351,6821.266944377338
std,20.128896163247475,14619.638327298397,49622.94671828187,2959.644739671928
min,0.0,23068.33982144086,0.0,2048.4898097923297
25%,0.0,43843.67914083203,67700.03610458942,4724.586512291605
50%,0.0,51464.078255473796,99630.32758376008,6256.9822565443865
75%,0.0,61894.211552146575,136902.3553130112,8356.9338299838
max,636.5315866088507,184887.03777336833,262660.5656063192,26527.74380874074
count,0.0,0.0,0.0,0.0
mean,,,,
std,,,,
min,,,,
25%,,,,
50%,,,,
75%,,,,
max,,,,
count,693.0,693.0,693.0,693.0
mean,1159488.3313068443,467663.92956402584,267217.813947745,7240.844250184385
std,168053.64357466775,56596.25504710054,56068.90896512256,3322.790796819154
min,722912.794071194,277044.07464220276,108388.14955342792,2250.868921137282
25%,1047112.1733480205,430158.8622996666,231731.73365196926,5068.859444119895
50%,1153724.3034173874,464341.40645788814,261138.88209827605,6497.890984505228
75%,1266713.6005749365,506086.56549234997,298351.52461575624,8500.835111395034
max,1868780.6749583215,837368.7734552645,458099.5175811916,29553.76423982253
